HS8,Description,Base,Category,HS4,HS6,Cat
22029000,AGUA; INCLUIDAS EL AGUA MINERAL Y LA GASEADA; CON ADICION DE AZUCAR U OTRO EDULCORANTE O AROMATIZADA (REFRESCOS Y JUGOS) LAS DEMAS,20.0,D,'2202,'220290,D
22030000,CERVEZA DE MALTA.,20.0,D,'2203,'220300,D
22041000,VINO ESPUMOSO,20.0,A,'2204,'220410,A
22042110,LOS DEMAS VINOS DE UVA EN RECIPIENTES CON CAPACIDAD INFERIOR O IGUAL A 2 L,20.0,A,'2204,'220421,A
22042190,LOS DEMAS VINOS EN RECIPIENTES CON CAPACIDAD INFERIOR O IGUAL A 2 L,20.0,B,'2204,'220421,B
22042900,LOS DEMÁS VINOS,20.0,B,'2204,'220429,B
22043000,- LOS DEMÁS MOSTOS DE UVA,14.0,B,'2204,'220430,B
22051000,EN RECIPIENTES CON CAPACIDAD INFERIOR O IGUAL A 2 LTS,20.0,B,'2205,'220510,B
22059000,LOS DEMAS LAS DEMAS BEBIDAS FERMENTADAS (POR EJEMPLO: SIDRA; PERADA;,20.0,B,'2205,'220590,B
22060000,AGUAMIEL);MEZCLAS DE BEBIDAS FERMENTADAS Y MEZCLAS DE BEBIDAS FERMENTADAS Y BEBIDAS NO ALCO HOLICAS; NO EXPRESADAS NI COMPRENDIDAS EN OTRA PAR TE.,20.0,C,'2206,'220600,C
22071000,ALCOHOL ETILICO SIN DESNATURALIZAR CON GRADO ALCOHOLICO VOLUMETRICO SUPERIOR O IGUAL AL 80 % VOL (ETHYL),14.0,B,'2207,'220710,B
22072000,ALCOHOL ETILICO Y AGUARDIENTE DESNATURALIZADOS;DE CUALQUIER GRADUACION,14.0,C,'2207,'220720,C
22082030,AGUARDIENTE DE VINO: DE ALTA GRADUACIÓN ALCOHÓLICA PARA LA OBTENCIÓN DE BRANDYS,14.0,C,'2208,'220820,C
22082091,AGUARDIENTE DE VINO (POR EJEMPLO: COÑAC Y OTROS BRANDYS DE VINO),20.0,D,'2208,'220820,D
22082092,AGUARDIENTE DE ORUJO DE UVAS (POR EJEMPLO: «GRAPPA»),20.0,D,'2208,'220820,D
22083010,WHISKY: DE ALTA GRADUACIÓN ALCOHÓLICA (POR EJEMPLO: ALCOHOLES DE MALTA) PARA ELABORACIÓN DE,8.0,B,'2208,'220830,B
22083091,Irish and Scotch WHISKY,20.0,C,'2208,'220830,C
22083099,WHISKIES: LOS DEMÁS,20.0,A,'2208,'220830,A
22084000,- RON Y DEMÁS AGUARDIENTES DE CAÑA,20.0,D,'2208,'220840,D
22085000,- «GIN» Y GINEBRA,20.0,C,'2208,'220850,C
22086000,- VODKA,20.0,C,'2208,'220860,C
22087010,LICORES: DE ANÍS,20.0,C,'2208,'220870,C
22087020,LICORES: CREMAS,20.0,C,'2208,'220870,C
22087090,LICORES: LOS DEMÁS,20.0,C,'2208,'220870,C
22089010,ALCOHOL ETÍLICO SIN DESNATURALIZAR CON UN GRADO ALCOHÓLICO VOLUMÉTRICO INFERIORAL 80 % VOL.,14.0,N,'2208,'220890,N
22089041,LOS DEMAS AGUARDIENTES: DE ÁGAVES (TEQUILA Y SIMILARES),20.0,N,'2208,'220890,N
22089042,LOS DEMAS AGUARDIENTES: DE ANÍS,20.0,N,'2208,'220890,N
22089043,LOS DEMAS AGUARDIENTES: DE UVA (POR EJEMPLO: PISCO),20.0,N,'2208,'220890,N
22089049,LOS DEMAS AGUARDIENTES: LOS DEMÁS,20.0,N,'2208,'220890,N
22089090,LOS DEMAS AGUARDIENTES: LOS DEMÁS,20.0,N,'2208,'220890,N
22090000,VINAGRE COMESTIBLE Y SUCEDANEOS COMESTIBLES DEL VI NAGRE OBTENIDOS A PARTIR DEL ACIDO ACETICO.,20.0,N,'2209,'220900,N
23011010,- - CHICHARRONES,8.0,A,'2301,'230110,A
23011090,- - LOS DEMÁS,8.0,A,'2301,'230110,A
23012010,- - DE PESCADO,0.0,G,'2301,'230120,G
23012090,- - LOS DEMÁS,8.0,A,'2301,'230120,A
23021000,DE MAIZ,8.0,A,'2302,'230210,A
23022000,DE ARROZ,8.0,C,'2302,'230220,C
23023000,DE TRIGO,0.0,G,'2302,'230230,G
23024000,DE LOS DEMAS CEREALES,8.0,A,'2302,'230240,A
23025000,DE LEGUMINOSAS,8.0,A,'2302,'230250,A
23031000,RESIDUOS DE LA INDUSTRIA DEL ALMIDON Y RESIDUOS SI MILARES,8.0,A,'2303,'230310,A
23032000,PULPA DE REMOLACHA; BAGAZO DE CAÑA DE AZUCAR Y DEM AS DESPERDICIOS DE LA INDUSTRIA AZUCARERA,14.0,C,'2303,'230320,C
23033000,HECES Y DESPERDICIOS DE CERVECERIA O DE DESTILERIA,8.0,A,'2303,'230330,A
23040000,TORTAS Y DEMAS RESIDUOS SOLIDOS DE LA EXTRACCION D EL ACEITE DE SOJA (SOYA); INCLUSO MOLIDOS O EN PEL LETS.,0.0,G,'2304,'230400,G
23050000,TORTAS Y DEMAS RESIDUOS SOLIDOS DE LA EXTRACCION D EL ACEITE DE MANI (CACAHUETE; CACAHUATE); INCLUSO MOLIDOS O EN PELLETS.,0.0,G,'2305,'230500,G
23061000,DE ALGODON,0.0,G,'2306,'230610,G
23062000,DE LINO,0.0,G,'2306,'230620,G
23063000,DE GIRASOL,0.0,G,'2306,'230630,G
23064100,- - DE SEMILLAS DE NABO O DE COLZA DE BAJO CONTENIDO EN ÁCIDO ERÚCICO,0.0,G,'2306,'230641,G
23064900,- - LOS DEMÁS,0.0,G,'2306,'230649,G
23065000,DE COCO O DE COPRA,8.0,C,'2306,'230650,C
23066000,DE NUEZ O DE ALMENDRA DE PALMA,8.0,C,'2306,'230660,C
23067000,DE GERMEN DE MAIZ,8.0,C,'2306,'230670,C
23069000,LOS DEMAS,8.0,C,'2306,'230690,C
23070000,LIAS O HECES DE VINO; TARTARO BRUTO.,8.0,C,'2307,'230700,C
23080010,-DE RESIDUOS SÓLIDOS SECO DE LA EXTRACCIÓN DE JUGOS CÍTRICOS,3.0,B,'2308,'230800,B
23080020,-DE CÁSCARA DE AGRIOS (CÍTRICOS) SECOS,3.0,B,'2308,'230800,B
23080090,-LOS DEMÁS,0.0,G,'2308,'230800,G
23091010,ALIMENTOS PARA PERROS O GATOS SECOS; Y ACONDICIONADOS PARA LA VENTA AL POR MENOR,20.0,C,'2309,'230910,C
23091020,ALIMENTOS PARA PERROS O GATOS HUMEDOS; Y ACONDICIONADOS PARA LA VENTA AL POR MENOR,20.0,A,'2309,'230910,A
23091090,LOS DEMAS,20.0,C,'2309,'230910,C
23099010,PREPARACIONES FORRAJERAS CON ADICION DE MELAZAS O DE AZUCAR,8.0,A,'2309,'230990,A
23099020,PREMEZCLAS PARA LA ELABORACION DE ALIMENTOS COMPUESTOS COMPLETOS O DE ALIMENTOS COMPLEMENTARIOS,0.0,G,'2309,'230990,G
23099030,ALIMENTOS PARA AVES,0.0,G,'2309,'230990,G
23099040,ALIMENTOS PARA PECES,0.0,G,'2309,'230990,G
23099090,LAS DEMAS PREPARACIONES PARA COMIDA,8.0,A,'2309,'230990,A
24011000,TABACO SIN DESVENAR O DESNERVAR,14.0,C,'2401,'240110,C
24012000,TABACO TOTAL O PARCIALMENTE DESVENADO O DESNERVADO,14.0,C,'2401,'240120,C
24013000,DESPERDICIOS DE TABACO,14.0,C,'2401,'240130,C
24021000,-CIGARROS (PUROS) (INCLUSO DESPUNTADOS) Y CIGARRITO S (PURITOS); QUE CONTENGANTABACO,20.0,B,'2402,'240210,B
24022010,- - DE TABACO NEGRO,20.0,D,'2402,'240220,D
24022020,- - DE TABACO RUBIO,20.0,D,'2402,'240220,D
24029000,- LOS DEMÁS,20.0,D,'2402,'240290,D
24031000,- TABACO PARA FUMAR; INCLUSO CON SUCEDÁNEOS DE TABACO EN CUALQUIER PROPORCIÓN,20.0,D,'2403,'240310,D
24039100,- - TABACO «HOMOGENEIZADO» O «RECONSTITUIDO»,14.0,C,'2403,'240391,C
24039900,- - LOS DEMÁS,20.0,C,'2403,'240399,C
25010011,CLORURO DE SODIO; CON PUREZA SUPERIOR O IGUAL AL 9 9;5%; INCLUSO EN DISOLUCION ACUOSA,3.0,A,'2501,'250100,A
25010012,SAL DE MESA O DE COCINA EN ENVASES DE PESO NETO IN FERIOR O IGUAL A 1KG.,20.0,C,'2501,'250100,C
25010019,LOS DEMAS,8.0,B,'2501,'250100,B
25010030,AGUA DE MAR,8.0,B,'2501,'250100,B
25020000,PIRITAS DE HIERRO SIN TOSTAR.,3.0,A,'2502,'250200,A
25030000,AZUFRE DE CUALQUIER CLASE; CON EXCLUSION DEL SUBLIMADO; DEL PRECIPITADO Y DEL COLOIDAL.,0.0,G,'2503,'250300,G
25041000,EN POLVO O EN ESCAMAS,3.0,A,'2504,'250410,A
25049000,LOS DEMAS,3.0,A,'2504,'250490,A
25051000,ARENAS SILICEAS Y ARENAS CUARZOSAS,3.0,A,'2505,'250510,A
25059000,LAS DEMAS,3.0,A,'2505,'250590,A
25061000,- CUARZO,3.0,A,'2506,'250610,A
25062100,- - EN BRUTO O DESBASTADA,3.0,A,'2506,'250621,A
25062900,- - LAS DEMÁS,3.0,A,'2506,'250629,A
25070000,CAOLIN Y DEMAS ARCILLAS CAOLINICAS; INCLUSO CALCIN ADOS,0.0,G,'2507,'250700,G
25081000,- BENTONITA,3.0,A,'2508,'250810,A
25082000,- TIERRAS DECOLORANTES Y TIERRAS DE BATÁN,3.0,A,'2508,'250820,A
25083000,- ARCILLAS REFRACTARIAS,3.0,A,'2508,'250830,A
25084000,- LAS DEMÁS ARCILLAS,3.0,A,'2508,'250840,A
25085000,- ANDALUCITA; CIANITA Y SILIMANITA,3.0,A,'2508,'250850,A
25086000,- MULLITA,3.0,A,'2508,'250860,A
25087000,- TIERRAS DE CHAMOTA O DE DINAS,3.0,A,'2508,'250870,A
25090000,CRETA.,3.0,A,'2509,'250900,A
25101000,SIN MOLER,3.0,A,'2510,'251010,A
25102000,MOLIDOS,3.0,A,'2510,'251020,A
25111000,SULFATO DE BARIO NATURAL (BARITINA),3.0,A,'2511,'251110,A
25112000,CARBONATO DE BARIO NATURAL (WITHERITA),3.0,A,'2511,'251120,A
25120000,HARINAS SILICEAS FOSILES (POR EJEMPLO: KIESELGUHR; TRIPOLITA; DIATOMITA)Y DEMAS TIERRAS SILICEAS ANA LOGAS; DE DENSIDAD APARENTE INFERIOR OIGUAL A 1; I NCLUSO CALCINADAS.,3.0,A,'2512,'251200,A
25131100,- - EN BRUTO O EN TROZOS IRREGULARES; INCLUIDA LA PIEDRA PÓMEZ QUEBRANTADA (GRAVA DE PIEDRAPÓMEZ O «BIMSKIES»),3.0,A,'2513,'251311,A
25131900,- - LOS DEMÁS,3.0,A,'2513,'251319,A
25132010,- - ESMERIL,3.0,A,'2513,'251320,A
25132090,- - LOS DEMÁS,3.0,A,'2513,'251320,A
25140000,PIZARRA; INCLUSO DESBASTADA O SIMPLEMENTE TROCEADA ; POR ASERRADO O DE OTRO MODO; EN BLOQUES O EN PLAC AS CUADRADAS O RECTANGULARES.,3.0,A,'2514,'251400,A
25151100,EN BRUTO O DESBASTADOS,20.0,C,'2515,'251511,C
25151200,SIMPLEMENTE TROCEADOS; POR ASERRADO O DE OTRO MODO ; EN BLOQUES O EN PLACASCUADRADAS O RECTANGULARES,20.0,C,'2515,'251512,C
25152000,ECAUSSINES Y DEMAS PIEDRAS CALIZAS DE TALLA O DE C ONSTRUCCION; ALABASTRO,20.0,C,'2515,'251520,C
25161100,EN BRUTO O DESBASTADO,3.0,A,'2516,'251611,A
25161200,SIMPLEMENTE TROCEADO; POR ASERRADO O DE OTRO MODO; EN BLOQUES O EN PLACASCUADRADAS O RECTANGULARES A RENISCA,3.0,A,'2516,'251612,A
25162100,EN BRUTO O DESBASTADA,3.0,A,'2516,'251621,A
25162200,SIMPLEMENTE TROCEADA; POR ASERRADO O DE OTRO MODO; EN BLOQUES O EN PLACASCUADRADAS O RECTANGULARES,3.0,A,'2516,'251622,A
25169000,LAS DEMAS PIEDRAS DE TALLA O DE CONSTRUCCION,3.0,A,'2516,'251690,A
25171010,PEDERNAL,3.0,A,'2517,'251710,A
25171090,LOS DEMAS,3.0,A,'2517,'251710,A
25172000,MACADAN DE ESCORIAS O DE DESECHOS INDUSTRIALES SIM ILARES; INCLUSO CON MATERIALES CITADOS EN LA SUBPARTIDA NO 2517.10,3.0,A,'2517,'251720,A
25173000,MACADAN ALQUITRANADO,3.0,A,'2517,'251730,A
25174100,DE MARMOL,3.0,A,'2517,'251741,A
25174900,LOS DEMAS,3.0,A,'2517,'251749,A
25181000,DOLOMITA SIN CALCINAR NI SINTERIZAR; LLAMADA CRUDA,0.0,G,'2518,'251810,G
25182000,DOLOMITA CALCINADA O SINTERIZADA,3.0,A,'2518,'251820,A
25183000,AGLOMERADO DE DOLOMITA,3.0,A,'2518,'251830,A
25191000,CARBONATO DE MAGNESIO NATURAL (MAGNESITA),3.0,A,'2519,'251910,A
25199010,MAGNESIA ELECTROFUNDIDA,3.0,A,'2519,'251990,A
25199020,OXIDO DE MAGNESIO; INCLUSO PURO,3.0,A,'2519,'251990,A
25199090,LOS DEMÁS,3.0,A,'2519,'251990,A
25201000,YESO NATURAL; ANHIDRITA,8.0,B,'2520,'252010,B
25202000,YESO FRAGUABLE,8.0,B,'2520,'252020,B
25210000,CASTINAS; PIEDRAS PARA LA FABRICACION DE CAL O DE CEMENTO.,3.0,A,'2521,'252100,A
25221000,CAL VIVA,8.0,B,'2522,'252210,B
25222000,CAL APAGADA,8.0,B,'2522,'252220,B
25223000,CAL HIDRAULICA,8.0,B,'2522,'252230,B
25231000,CEMENTOS SIN PULVERIZAR («CLINKER»),8.0,M,'2523,'252310,M
25232100,CEMENTO BLANCO; INCLUSO COLOREADO ARTIFICIALMENTE,14.0,C,'2523,'252321,C
25232900,LOS DEMÁS,14.0,M,'2523,'252329,M
25233000,CEMENTOS ALUMINOSOS,14.0,C,'2523,'252330,C
25239000,LOS DEMÁS CEMENTOS HIDRÁULICOS,14.0,M,'2523,'252390,M
25240000,AMIANTO (ASBESTO).,3.0,A,'2524,'252400,A
25251000,MICA EN BRUTO O EXFOLIADA EN HOJAS O EN LAMINILLAS IRREGULARES (SPLITTINGS),3.0,A,'2525,'252510,A
25252000,MICA EN POLVO,3.0,A,'2525,'252520,A
25253000,DESPERDICIOS DE MICA,3.0,A,'2525,'252530,A
25261000,SIN TRITURAR NI PULVERIZAR,8.0,B,'2526,'252610,B
25262000,TRITURADOS O PULVERIZADOS,3.0,A,'2526,'252620,A
25281000,BORATOS DE SODIO NATURALES Y SUS CONCENTRADOS (INC LUSO CALCINADOS),3.0,A,'2528,'252810,A
25289000,LOS DEMAS,3.0,A,'2528,'252890,A
25291000,FELDESPATO,3.0,A,'2529,'252910,A
25292100,CON UN CONTENIDO DE FLUORURO DE CALCIO; INFERIOR O IGUAL AL 97 % EN PESO,3.0,A,'2529,'252921,A
25292200,CON UN CONTENIDO DE FLUORURO DE CALCIO; SUPERIOR AL 97% EN PESO,3.0,A,'2529,'252922,A
25293000,LEUCITA; NEFELINA Y NEFELINA SIENITA,3.0,A,'2529,'252930,A
25301000,VERMICULITA; PERLITA Y CLORITAS; SIN DILATAR,3.0,A,'2530,'253010,A
25302000,KIESERITA; EPSOMITA ( SULFATOS DE MAGNESIO NATURAL ES),0.0,G,'2530,'253020,G
25309010,TIERRAS COLORANTES,3.0,A,'2530,'253090,A
25309020,AMBAR (SUCINO) Y AMBROIDE,3.0,A,'2530,'253090,A
25309030,TIERRAS NATURALES PARA REPLANTAR (TIERRAS NEGRAS Y SIMILARES),3.0,A,'2530,'253090,A
25309090,LAS DEMAS,3.0,C,'2530,'253090,C
26011100,SIN AGLOMERAR,3.0,A,'2601,'260111,A
26011200,AGLOMERADOS,3.0,A,'2601,'260112,A
26012000,PIRITAS DE HIERRO TOSTADAS (CENIZAS DE PIRITAS) MINERALES DE MANGANESO Y SUS CONCENTRADOS; INCLUID OS LOS,3.0,A,'2601,'260120,A
26020000,MINERALESDE MANGANESO FERRUGINOSOS Y SUS CO NCENTRADOS CON UN CONTENIDO DE MANGANESO; SUPERIOR O IGUAL AL 20 % EN PESO; SOBRE PRODUCTO SECO.,3.0,A,'2602,'260200,A
26030000,MINERALES DE COBRE Y SUS CONCENTRADOS.,3.0,A,'2603,'260300,A
26040000,MINERALES DE NIQUEL Y SUS CONCENTRADOS.,3.0,A,'2604,'260400,A
26050000,MINERALES DE COBALTO Y SUS CONCENTRADOS.,3.0,A,'2605,'260500,A
26060000,MINERALES DE ALUMINIO Y SUS CONCENTRADOS.,3.0,A,'2606,'260600,A
26070000,MINERALES DE PLOMO Y SUS CONCENTRADOS.,3.0,A,'2607,'260700,A
26080000,MINERALES DE CINC Y SUS CONCENTRADOS.,3.0,A,'2608,'260800,A
26090000,MINERALES DE ESTAÑO Y SUS CONCENTRADOS.,3.0,A,'2609,'260900,A
26100000,MINERALES DE CROMO Y SUS CONCENTRADOS.,3.0,A,'2610,'261000,A
26110000,MINERALES DE VOLFRAMIO (TUNGSTENO) Y SUS CONCENTRA DOS.,3.0,A,'2611,'261100,A
26121000,MINERALES DE URANIO Y SUS CONCENTRADOS,3.0,A,'2612,'261210,A
26122000,MINERALES DE TORIO Y SUS CONCENTRADOS,3.0,A,'2612,'261220,A
26131000,TOSTADOS,3.0,A,'2613,'261310,A
26139000,LOS DEMAS,3.0,A,'2613,'261390,A
26140000,MINERALES DE TITANIO Y SUS CONCENTRADOS.,3.0,A,'2614,'261400,A
26151000,MINERALES DE CIRCONIO Y SUS CONCENTRADOS,3.0,A,'2615,'261510,A
26159000,LOS DEMAS,3.0,A,'2615,'261590,A
26161000,MINERALES DE PLATA Y SUS CONCENTRADOS,3.0,A,'2616,'261610,A
26169010,MINERALES DE ORO Y SUS CONCENTRADOS,3.0,A,'2616,'261690,A
26169090,LOS DEMAS,3.0,A,'2616,'261690,A
26171000,MINERALES DE ANTIMONIO Y SUS CONCENTRADOS,3.0,A,'2617,'261710,A
26179000,LOS DEMAS,3.0,A,'2617,'261790,A
26180000,ESCORIAS GRANULADAS (ARENA DE ESCORIAS) DE LA SIDERURGIA,3.0,A,'2618,'261800,A
26190000,ESCORIAS (EXCEPTO LAS GRANULADAS); BATIDURAS Y DEMAS DESPERDICIOS DE LA SIDERURGIA.,3.0,A,'2619,'261900,A
26201100,MATAS DE GALVANIZACION,3.0,M,'2620,'262011,M
26201900,LOS DEMAS,3.0,M,'2620,'262019,M
26202100,- - LODOS DE GASOLINA CON PLOMO Y LODOS DE COMPUESTOS ANTIDETONANTES CON PLOMO,3.0,M,'2620,'262021,M
26202900,- - LOS DEMÁS.,3.0,M,'2620,'262029,M
26203000,QUE CONTENGAN PRINCIPALMENTE COBRE,3.0,M,'2620,'262030,M
26204000,QUE CONTENGAN PRINCIPALMENTE ALUMINIO,3.0,M,'2620,'262040,M
26206000,- QUE CONTENGAN ARSÉNICO; MERCURIO; TALIO O SUS MEZCLAS DE LOS TIPOS UTILIZADOS PARA LA PARA LA FABRICACIÓN DE SUS COMPUESTOSQUÍMICOS.,3.0,M,'2620,'262060,M
26209100,QUE CONTENGAN ANTIMONIO; BERILIO; CADMIO; CROMO O SUS MEZCLAS,3.0,M,'2620,'262091,M
26209900,LOS DEMÁS.,3.0,M,'2620,'262099,M
26211000,CENIZAS Y RESIDUOS DE LA INCINERACIÓN DE RESIDUOS MUNICIPALES.,3.0,M,'2621,'262110,M
26219000,LOS DEMÁS,3.0,M,'2621,'262190,M
27011100,ANTRACITAS,3.0,A,'2701,'270111,A
27011200,HULLA BITUMINOSA,3.0,A,'2701,'270112,A
27011900,LAS DEMAS HULLAS,3.0,A,'2701,'270119,A
27012000,BRIQUETAS; OVOIDES Y COMBUSTIBLES SOLIDOS SIMILARES; OBTENIDOS DE LA HULLA,3.0,A,'2701,'270120,A
27021000,LIGNITOS; INCLUSO PULVERIZADOS; PERO SIN AGLOMERAR,3.0,A,'2702,'270210,A
27022000,LIGNITOS AGLOMERADOS,3.0,A,'2702,'270220,A
27030000,TURBA (COMPRENDIDA LA UTILIZADA PARA CAMA DE ANIMALES); INCLUSO AGLOMERADA.,3.0,A,'2703,'270300,A
27040030,CARBON DE RETORTA,3.0,A,'2704,'270400,A
27040040,COQUES Y SEMICOQUES,3.0,A,'2704,'270400,A
27050000,GAS DE HULLA; GAS DE AGUA; GAS POBRE Y GASES SIMILARES; EXCEPTO EL GAS DE PETROLEO Y DEMAS HIDROCARB UROS GASEOSOS.,3.0,A,'2705,'270500,A
27060000,ALQUITRANES DE HULLA; LIGNITO O TURBA Y DEMAS ALQU ITRANES MINERALES; AUNQUE ESTEN DESHIDRATADOS O DESCABEZADOS; INCLUIDOS LOS ALQUITRANES RECONSTITUID OS.,3.0,A,'2706,'270600,A
27071000,- BENZOLES (BENCENO),3.0,A,'2707,'270710,A
27072000,- TOLUOLES (TOLUENO),3.0,A,'2707,'270720,A
27073000,- XILOLES (XILENO),3.0,A,'2707,'270730,A
27074000,NAFTALENO,3.0,A,'2707,'270740,A
27075000,LAS DEMAS MEZCLAS DE HIDROCARBUROS AROMATICOS QUE DESTILEN 65 % O MAS DE SUVOLUMEN (INCLUIDAS LAS PE RDIDAS) A 250 C; SEGUN LA NORMA ASTM D 86..3,3.0,A,'2707,'270750,A
27076000,FENOLES LOS DEMAS:,3.0,A,'2707,'270760,A
27079100,ACEITES DE CREOSOTA,3.0,A,'2707,'270791,A
27079900,LOS DEMAS,3.0,A,'2707,'270799,A
27081000,BREA,3.0,A,'2708,'270810,A
27082000,COQUE DE BREA,3.0,A,'2708,'270820,A
27090000,ACEITES CRUDOS DE PETROLEO O DE MINERALES BITUMINO SOS.,3.0,A,'2709,'270900,A
27101111,DE AVIACIÓN,3.0,A,'2710,'271011,A
27101119,LAS DEMÁS,3.0,A,'2710,'271011,A
27101120,CARBURANTES TIPO GASOLINA; PARA REACTORES Y TURBINAS,3.0,A,'2710,'271011,A
27101130,ESPÍRITU DE PETRÓLEO («WHITE SPIRIT»),3.0,A,'2710,'271011,A
27101141,QUEROSENO,3.0,A,'2710,'271011,A
27101149,LOS DEMÁS,3.0,A,'2710,'271011,A
27101150,GASOILS (GASÓLEO),3.0,A,'2710,'271011,A
27101160,FUELOILS (FUEL),3.0,A,'2710,'271011,A
27101171,ACEITES BASES PARA LUBRICANTES,3.0,A,'2710,'271011,A
27101172,ACEITES BLANCOS (DE VASELINA O DE PARAFINA),14.0,M,'2710,'271011,M
27101173,ACEITES PARA HUSILLOS («SPINDLE OIL»),14.0,M,'2710,'271011,M
27101179,LOS DEMÁS ACEITES LUBRICANTES,14.0,M,'2710,'271011,M
27101910,GRASAS LUBRICANTES,14.0,M,'2710,'271019,M
27101920,ACEITES PARA TRANSMISIONES Y FRENOS HIDRÁULICOS; EXCEPTO LOS DE LA PARTIDA 38.19,14.0,M,'2710,'271019,M
27101930,MEZCLA DE N-HIDROCARBUROS,3.0,M,'2710,'271019,M
27101940,TETRAPROPILENO,3.0,M,'2710,'271019,M
27101950,ACEITES AISLANTES PARA USO ELÉCTRICO,14.0,M,'2710,'271019,M
27101990,LOS DEMÁS,14.0,M,'2710,'271019,M
27109100,QUE CONTENGAN BIFENILOS POLICLORADOS; TERFENILOS POLICLORADOS O BIFENILOS,14.0,B,'2710,'271091,B
27109900,LOS DEMÁS,14.0,B,'2710,'271099,B
27111100,GAS NATURAL,3.0,A,'2711,'271111,A
27111200,GAS PROPANO,3.0,A,'2711,'271112,A
27111300,BUTANOS,3.0,A,'2711,'271113,A
27111400,ETILENO; PROPILENO; BUTILENO Y BUTADIENO,3.0,A,'2711,'271114,A
27111900,EN ESTADO GASEOSO:,3.0,B,'2711,'271119,B
27112100,GAS NATURAL,3.0,A,'2711,'271121,A
27112900,LOS DEMÁS,3.0,A,'2711,'271129,A
27121010,EN BRUTO (PETROLATUM),3.0,A,'2712,'271210,A
27121090,LAS DEMÁS,3.0,A,'2712,'271210,A
27122000,PARAFINA CON UN CONTENIDO DE ACEITE INFERIOR AL 0;75% EN PESO,3.0,A,'2712,'271220,A
27129010,CERA DE PETRÓLEO MICROCRISTALINA,3.0,A,'2712,'271290,A
27129020,OZOQUERITA Y CERA DE LIGNITO (CERESINA),3.0,A,'2712,'271290,A
27129090,LOS DEMÁS,3.0,A,'2712,'271290,A
27131100,SIN CALCINAR,3.0,B,'2713,'271311,B
27131200,CALCINADO,3.0,B,'2713,'271312,B
27132000,BETÚN DE PETRÓLEO,3.0,B,'2713,'271320,B
27139000,LOS DEMÁS RESIDUOS DE LOS ACEITES DE PETRÓLEO O DE MINERAL BITUMINOSO,3.0,A,'2713,'271390,A
27141000,PIZARRAS Y ARENAS BITUMINOSAS,3.0,B,'2714,'271410,B
27149000,LOS DEMAS,3.0,B,'2714,'271490,B
27150010,MASTIQUES BITUMINOSOS,3.0,B,'2715,'271500,B
27150090,LOS DEMAS,3.0,B,'2715,'271500,B
27160000,ENERGIA ELECTRICA,3.0,B,'2716,'271600,B
28011000,CLORO (GAS CLORO),3.0,A,'2801,'280110,A
28012000,YODO,0.0,G,'2801,'280120,G
28013010,FLÚOR,3.0,A,'2801,'280130,A
28013020,BROMO,3.0,A,'2801,'280130,A
28020000,AZUFRE SUBLIMADO O PRECIPITADO; AZUFRE COLOIDAL,3.0,A,'2802,'280200,A
28030000,CARBONO (NEGROS DE HUMO Y OTRAS FORMAS DE CARBONO NO EXPRESADASNI COMPRENDIDAS EN OTRA PARTE).,3.0,A,'2803,'280300,A
28041000,HIDRÓGENO,3.0,A,'2804,'280410,A
28042100,ARGÓN,8.0,A,'2804,'280421,A
28042900,LOS DEMÁS,3.0,A,'2804,'280429,A
28043000,NITRÓGENO,3.0,A,'2804,'280430,A
28044000,OXÍGENO,8.0,B,'2804,'280440,B
28045000,BORO; TELURIO,3.0,A,'2804,'280450,A
28046100,CON UN CONTENIDO DE SILICIO; SUPERIOR O IGUAL AL 99;99% EN PESO,3.0,A,'2804,'280461,A
28046900,LOS DEMÁS,3.0,A,'2804,'280469,A
28047000,FÓSFORO,3.0,A,'2804,'280470,A
28048000,ARSÉNICO,3.0,A,'2804,'280480,A
28049000,SELENIO,3.0,A,'2804,'280490,A
28051100,SODIO,3.0,A,'2805,'280511,A
28051200,CALCIO,3.0,A,'2805,'280512,A
28051900,LOS DEMÁS,3.0,A,'2805,'280519,A
28053000,METALES DE LAS TIERRAS RARAS; ESCANDIO E ITRIO; INCLUSO MEZCLADOS O ALEADOS ENTRE SI,3.0,A,'2805,'280530,A
28054000,MERCURIO,3.0,A,'2805,'280540,A
28061000,CLORURO DE HIDROGENO (ACIDO CLORHIDRICO),3.0,A,'2806,'280610,A
28062000,ACIDO CLOROSULFURICO,3.0,A,'2806,'280620,A
28070000,ACIDO SULFURICO; OLEUM.,3.0,A,'2807,'280700,A
28080010,ACIDO NITRICO,3.0,A,'2808,'280800,A
28080020,ACIDOS SULFONITRICOS,3.0,A,'2808,'280800,A
28091000,PENTAÓXIDO DE DIFÓSFORO,3.0,A,'2809,'280910,A
28092010,ACIDO FOSFÓRICO,3.0,A,'2809,'280920,A
28092020,ACIDOS POLIFOSFÓRICOS,3.0,A,'2809,'280920,A
28100000,OXIDOS DE BORO; ACIDOS BORICOS.,3.0,A,'2810,'281000,A
28111100,FLUORURO DE HIDRÓGENO (ÁCIDO FLUORHÍDRICO),3.0,A,'2811,'281111,A
28111900,LOS DEMÁS,3.0,A,'2811,'281119,A
28112100,DIÓXIDO DE CARBONO,3.0,A,'2811,'281121,A
28112200,DIÓXIDO DE SILICIO,3.0,A,'2811,'281122,A
28112300,DIÓXIDO DE AZUFRE,3.0,A,'2811,'281123,A
